_id,_name,_shortName,_kana,_artist,_detailInfo,_dictionaryReference,_dictionaryComment,_bandCategory,_masterGroupId,_jacketImageName,_masterBgmId,_previewMasterBgmId,_locked,_obtainType,_isAcLevelMusic,_releaseDateTime,_masterReleaseLabelId
1070,轉圈圈奇蹟,轉圈圈奇蹟,クルリンミラクル,星空 凜(CV.飯田里穗),作詞：畑亞貴<br>作曲・編曲：森慎太郎,,女の子らしさを意識し始めて「もっとかわいくなりたい、素敵になりたい」と素直な氣持ちをストレートに歌曲う可愛らしい樂曲。王道なモータウンビートと、サビでの掛け聲が凜ちゃんらしさ全開の積極樂觀アイドルソング。<br>,1,190,jacket_1070,31001070,32001070,0,0,0,2014/08/27,1
1071,從今以後,從今以後,コレカラ,μ's,"作詞：畑 亞貴<br>作曲：伊藤真澄 , ミト<br>編曲：TO-MAS SOUNDSIGHT FLUORESCENT FOREST",,イントロではピアノのみ、そこから徐々に樂器がひとつひとつ増えて進行していく、μ'sの步みを象徴するかのようなバラード。みんなと一緒に「今」を積み重ねてきた時間が未来を作っていく。そんな「從今以後」を示した樂曲。,1,100,jacket_1071,31001071,32001071,0,0,0,2015/12/15,1
1072,今後的某一天,今後的某一天,コレカラノサムテイ,"高坂穗乃果(CV.新田恵海) , 南小鳥(CV.内田 彩) , 園田海未(CV.三森すずこ) , 星空凜(CV.飯田里穗) , 西木野真姬(CV.Pile) , 小泉花陽(CV.久保ユリカ) , 矢澤にこ(CV.徳井青空)",作詞：畑 亞貴<br>作曲：yozuca*<br>編曲：lotta,TV動畫『LoveLive!』1期　第6話插入曲,TV動畫『LoveLive!』1期 第6話插入曲。繪里と希の加入前に歌曲われた、ふしぎの國のアリスをモチーフにしたファンタジー感のある明るい曲。第6話でも描かれたように「みんなが歌曲って、みんながセンター」というソロ歌曲唱がどんどん入れ替わっていく構成になっている。,1,199,jacket_1072,31001072,32001072,0,0,0,2013/03/06,1
1073,向「再見」說再見！,向「再見」說再見！,サヨウナラヘサヨナラ,μ's,作詞：畑 亞貴<br>作曲・編曲：増谷 賢,,「さようなら」を言いたくなくて「さようならへさよなら」と言っていたはずなのに、氣持ち次第で積極樂觀に捉えられるようになっていく。μ's最後の單曲「瞬間之環」のカップリングということもあって本当のラストソングという印象が強い。<br>,1,100,jacket_1031,31001073,32001073,0,0,0,2016/03/02,1
1074,通往幸福的微笑！,通往幸福的微笑！,シアワセユキノスマイリンク,高坂穗乃果(CV.新田恵海),作詞：畑亞貴<br>作曲・編曲：渡邊未来,,惱みを消すには「心から『できる！』と思えばいいんだよ」という、なんとも穗乃果らしいパワー感に引っ張られてこちらまで笑顏になってしまう。演唱會では「車掌・高坂穗乃果」というたすきを掛けてトロッコで回り、なんと衣装の帽子は本物。<br>,1,190,jacket_1074,31001074,32001074,0,0,0,2014/06/20,1
1075,前進→明天,前進→明天,ススメトウモロウ,"高坂穗乃果( CV.新田恵海) , 南小鳥( CV.内田 彩) , 園田海未( CV.三森すずこ)",作詞：畑 亞貴<br>作曲・編曲：河田貴央,TV動畫『LoveLive!』1期　第1話插入曲,TV動畫『LoveLive!』1期 第1話插入曲。冒頭に歌曲われたので、この曲で「LoveLive!」に初めて触れた人も多いはず。曲調はスカやレゲエなど目まぐるしく変化し、「だって可能性感じたんだ」の言葉にも強くLoveLive!を感じられる一曲。,1,199,jacket_1075,31001075,32001075,0,0,0,2013/02/20,1
1076,可怕角宿一,可怕角宿一,スヒカテリフル,南小鳥(CV.内田 彩),作詞：畑 亞貴<br>作曲・編曲：藤末 樹,,扉を開かなければ進めないが開くのが怖いという迷いを時計の振り子にたとえた歌曲。普段かわいらしいことりから想像できないかっこよさを押し出した歌曲い方がシリアスな歌曲詞に鋭さを与えている。左右から聞こえてくるセリフも必聴。<br>,1,190,jacket_1076,31001076,32001076,0,0,0,2011/12/14,1
1077,今天的磁力太狡猾,今天的磁力太狡猾,スルイヨマクネテイツクトウテイ,"西木野真姬 , 矢澤にこ",作詞：畑亞貴<br>作曲・編曲：岡本健介,,正反対の性格をしているのにいつも一緒にいるにこ・真姬をそれぞれ磁石のS極・N極に例えて二人の関係性そのものを描いた、二人のファンにはたまらない一曲。ハードロック調のギターサウンドのかっこよさも相まって激しい心理戰を描いている。<br>,1,199,jacket_1077,31001077,32001077,0,0,0,2014/07/25,1
1078,然後在最後一頁,然後在最後一頁,ソシテサイコノヘエシニハ,μ's,作詞：畑 亞貴<br>作曲・編曲：渡邊和紀,,ここまでのノートを振り返ると、從今以後も新しい内容が書き込まれるが、いつか最後のページを迎えるのかなという少しさびしげな曲。なお、歌曲詞集「LoveLive!Lyric Bible from μ's」の表紙には小さく「ありがとう！」と書かれている。,1,100,jacket_1078,31001078,32001078,0,0,0,2014/12/25,1
1079,那是我們的奇蹟,那是我們的奇蹟,ソレハホクタチノキセキ,μ's,作詞：畑 亞貴<br>作曲・編曲：黑須克彦,TV動畫『LoveLive!』2期　OP主題歌曲,學園偶像の姿と、叶えていく物語を真正面から描いた樂曲。OP映像で挟まれる成員の私服姿はDVDジャケットを再現したもの。「μ's Final LoveLive!」では「最後まで駆け抜けるよ！」で涙したファンも多いはず。<br>,1,100,jacket_1079,31001079,32001079,0,0,0,2014/04/23,1
1080,鑽石公主的憂鬱,鑽石公主的憂鬱,タイヤモントフリンセスノユウウツ,BiBi,作詞：畑 亞貴<br>作曲：吉田勝弥<br>編曲：高田 暁,,BiBiのユニット單曲第1彈。大切に扱われる黛雅モンドのような酷感美人ーが、その心に秘めた熱さを素直に表に出せないもどかしさをクールに表現している一曲。ファンク・R&BのリズムでBiBiのカッコいい一面が存分に發揮されている。,1,103,jacket_1080,31001080,32001080,0,0,0,2011/06/22,1
1081,寶物們,寶物們,タカラモノス,μ's,作詞：畑 亞貴<br>作曲・編曲：高田 暁,スマートフォンゲーム『LoveLive!學園偶像フェスティバル』コラボ單曲,「LoveLive!學園偶像フェスティバル」書き下ろし樂曲。チア風の衣装にふさわしいアップテンポで元氣が出る應援歌曲。サウンド面では裏打ちのリズムでスカの要素も取り入れた意欲作。,1,100,jacket_1081,31001081,32001081,0,0,0,2014/01/29,1
1082,因為因為啊無情,因為因為啊無情,タツテタツテアアムシヨウ,μ's,作詞：畑 亞貴<br>作曲：江並哲志<br>編曲：増田武史,,悲壮感すら漂う未練を引きずりつつも、「出會えたことが／喜びなの…そうでしょう？」と自らに言い聞かせる女の覺悟を感じる。大サビ前のセリフは待ちの姿勢が多く、同じ和ロックである「想在輝夜之城起舞」での挑發的なセリフと比べてみるのもおもしろい。<br>,1,100,jacket_1079,31001082,32001082,0,0,0,2014/04/23,1
1083,無論何時一直,無論何時一直,トンナトキモスツト,μ's,作詞：畑 亞貴<br>作曲・編曲：佐々木裕<br>ストリングスアレンジ：長谷泰宏,TV動畫『LoveLive!』2期　ED主題歌曲,仲間の強い絆を感じる歌曲詞とコーラスがときに疲れた背中を押してくれる。TV動畫の話數によって様々なバージョンがあり、映像でも羽根をつかむ成員が変わるなど、映像やバリエーションにも注目。<br>,1,100,jacket_1083,31001083,32001083,0,0,0,2014/05/08,1
1084,變成這樣了！,變成這樣了！,ナツテシマツタ,μ's,作詞：畑 亞貴<br>作曲：山田高弘<br>編曲：中西亮輔,,μ'sを象徴するようなストリングス主要の音作りに懐かしさと健在さも感じられる感涙の樂曲。好きになってしまったあなたのことを、ふとした瞬間に心のなかで口にする。もうこの氣持ちを持っていないときには戻れない。,1,100,jacket_1003,31001084,32001084,0,0,0,2020/03/25,1
1085,跳繩,跳繩,ナワトヒ,小泉花陽(CV.久保ユリカ),作詞：畑 亞貴<br>作曲：rino<br>編曲：藤田宜久,,幼い頃から憧れていたことを昔怖くて飛び込めなかった跳繩になぞらえたバラード。幼なじみとして共に長い時間を過ごし支えてくれた友人への感謝の歌曲であり、徐々に厚みを増していく樂器と聲のやさしいハーモニーに誰もが包み込まれるような曲になっている。<br>,1,190,jacket_1085,31001085,32001085,0,0,0,2013/05/28,1
1086,妮可公主♡女子道,妮可公主♡女子道,ニコフリシヨシトウ,矢澤にこ(CV.徳井青空),作詞：畑 亞貴<br>作曲：江並哲志<br>編曲：山元祐介,,にこの「アイドルかくあるべし」という価値觀を強烈にド直球でぶつけてくる生き様そのもの。キメ顏から髪のハネ方までの全てに完璧を求めるのが「アイドル道」というメッセージが熱い。曲調も王道のアイドルポップスで、どんなステージでも全力をかける情熱が傳わってくる。<br>,1,190,jacket_1086,31001086,32001086,0,0,0,2013/07/26,1
1087,兩人的幸福,兩人的幸福,フタリハヒネス,lily white,作詞：畑 亞貴<br>作曲・編曲：佐々木裕,スマートフォンゲーム『LoveLive!學園偶像フェスティバル』コラボ單曲,結婚式前夜なのか、なぜ結婚しようと思ったのかを思い出すような幸せに包まれた、ゆったりとしたテンポのスローバラード。演唱會ではlily whiteの3人に合わせて會場全體でハートを作り、やはり幸せな空氣に包まれた。<br>,1,102,jacket_1113,31001087,32001087,0,0,0,2014/11/26,1
1088,藍莓♡列車,藍莓♡列車,フルウヘリイトレイン,南小鳥(CV.内田 彩),作詞：畑 亞貴<br>作曲：増田達行<br>編曲：三浦誠司,,目一杯おしゃれをしていたら遅刻してしまいそうになる。反省はあと！今はとにかく急がなきゃ！という歌曲詞がとてもかわいい。心の焦りを表現するような曲調も樂しい。ことりらしいアイドルのお手本のような樂曲。,1,190,jacket_1108,31001088,32001088,0,0,0,2012/06/27,1
1089,噗哇噗哇ー喔！,噗哇噗哇ー喔！,フワフワアオ,Printemps,作詞：畑 亞貴<br>作曲・編曲：佐々倉有吾,,一度聴いてしまうと甘い世界觀で頭の中が「スキスキぷわぷわ」一色になってしまう中毒性の強い樂曲。ピコピコカワイイサウンドも相まって歌曲詞に載っていないセリフまでしっかり聴いていくと、より一層中毒性が上がる。,1,101,jacket_1089,31001089,32001089,0,0,0,2013/09/25,1
1090,開始當魔法使了！,開始當魔法使了！,マホウツカイハシメマシタ,矢澤にこ(CV.徳井青空),作詞：畑 亞貴<br>作曲・編曲：鈴木裕明,,かわいい中にもパワーたっぷりな自信、自分の笑顏はみんなを幸せにするという確信が實ににこらしい。2000年代メロコアを彷彿とさせるサウンドで、満員のロックフェスが目の前に映し出されるような曲。<br>,1,190,jacket_1101,31001090,32001090,0,0,0,2012/05/23,1
1091,μ's 音樂的 μ,μ's 音樂的 μ,ミハミユウシツクノミ,μ's,作詞：畑 亞貴<br>作曲・編曲：高田 暁,,μ'sのこれまでと從今以後、そして「μ'sic forever」という永遠をμ'sがファンと一緒に作り上げた歌曲詞で作った樂曲。初披露から「μ's Final LoveLive!」まで、振り付けをみんなで踊ることでμ'sとファンの一體感を感じられる時間だった。<br>,1,100,jacket_1091,31001091,32001091,0,0,0,2015/04/22,1
1092,已經不再是一個人,已經不再是一個人,モウヒトリシヤナイヨ,高坂穗乃果(CV.新田恵海),作詞：畑 亞貴<br>作曲・編曲：佐伯高志,,透き通るピアノの音色を主軸とした意外なほど(?)しっとりとした曲調で、新たな一面を垣間見せる穗乃果のソロバラード。惱める人を包み込むように肯定する彼女の優しさがどこまでも染み渡る曲。<br>,1,190,jacket_1099,31001092,32001092,0,0,0,2012/01/25,1
1093,以「愛」緊緊接近中！,以「愛」緊緊接近中！,モキユツトラフテセツキンチユウ,μ's,作詞：畑 亞貴<br>作曲：増田達行<br>編曲：A-bee,,μ's 4th單曲。センターポジション総選挙を経てセンターは高坂穗乃果。バレンタインをテーマにしたμ's流の「あまあまラブソング」。穗乃果がマイクを投げるパフォーマンスは動畫でもオマージュという形で登場している。間奏部分のボーカルカットアップも光るダンスチューン。											,1,100,jacket_1093,31001093,32001093,0,0,0,2012/02/15,1
1094,一定會從「如果」開始,一定會從「如果」開始,モシモカラキツト,東條 希(CV.楠田亜衣奈),作詞：畑 亞貴<br>作曲：川崎里實<br>編曲：森谷敏紀,,μ'sの名付け親でもあり、3人の頃から陰ながら見守ってきた希の心情をそのまま歌曲にしたようなスローバラード。最低限の音數で構成された音像から傳えたい思いが直接染みてくるような優しい樂曲。<br>,1,190,jacket_1094,31001094,32001094,0,0,0,2014/10/29,1
